Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Hard Speed,Bard Hard Speed,Bolt Hard Speed,Cad Hard Speed,Dia Hard Speed,Dor Hard Speed,Dove Hard Speed,Eli Hard Speed,Mary Hard Speed,Mel Hard Speed,Monk Hard Speed,Noc Hard Speed,Tempo Hard Speed,Coda Hard Speed,Aria NR Speed,Bard NR Speed,Bolt NR Speed,Cad NR Speed,Dia NR Speed,Dor NR Speed,Dove NR Speed,Eli NR Speed,Mary NR Speed,Mel NR Speed,Monk NR Speed,Noc NR Speed,Tempo NR Speed,Coda NR Speed,Aria Rando Speed,Bard Rando Speed,Bolt Rando Speed,Cad Rando Speed,Dia Rando Speed,Dor Rando Speed,Dove Rando Speed,Eli Rando Speed,Mary Rando Speed,Mel Rando Speed,Monk Rando Speed,Noc Rando Speed,Tempo Rando Speed,Coda Rando Speed,Aria Phasing Speed,Bard Phasing Speed,Bolt Phasing Speed,Cad Phasing Speed,Dia Phasing Speed,Dor Phasing Speed,Dove Phasing Speed,Eli Phasing Speed,Mary Phasing Speed,Mel Phasing Speed,Monk Phasing Speed,Noc Phasing Speed,Tempo Phasing Speed,Coda Phasing Speed,Aria Mystery Speed,Bard Mystery Speed,Bolt Mystery Speed,Cad Mystery Speed,Dia Mystery Speed,Dor Mystery Speed,Dove Mystery Speed,Eli Mystery Speed,Mary Mystery Speed,Mel Mystery Speed,Monk Mystery Speed,Noc Mystery Speed,Tempo Mystery Speed,Coda Mystery Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Aria Hard Score,Bard Hard Score,Bolt Hard Score,Cad Hard Score,Dia Hard Score,Dor Hard Score,Dove Hard Score,Eli Hard Score,Mary Hard Score,Mel Hard Score,Monk Hard Score,Noc Hard Score,Tempo Hard Score,Coda Hard Score,Aria NR Score,Bard NR Score,Bolt NR Score,Cad NR Score,Dia NR Score,Dor NR Score,Dove NR Score,Eli NR Score,Mary NR Score,Mel NR Score,Monk NR Score,Noc NR Score,Tempo NR Score,Coda NR Score,Aria Rando Score,Bard Rando Score,Bolt Rando Score,Cad Rando Score,Dia Rando Score,Dor Rando Score,Dove Rando Score,Eli Rando Score,Mary Rando Score,Mel Rando Score,Monk Rando Score,Noc Rando Score,Tempo Rando Score,Coda Rando Score,Aria Phasing Score,Bard Phasing Score,Bolt Phasing Score,Cad Phasing Score,Dia Phasing Score,Dor Phasing Score,Dove Phasing Score,Eli Phasing Score,Mary Phasing Score,Mel Phasing Score,Monk Phasing Score,Noc Phasing Score,Tempo Phasing Score,Coda Phasing Score,Aria Mystery Score,Bard Mystery Score,Bolt Mystery Score,Cad Mystery Score,Dia Mystery Score,Dor Mystery Score,Dove Mystery Score,Eli Mystery Score,Mary Mystery Score,Mel Mystery Score,Monk Mystery Score,Noc Mystery Score,Tempo Mystery Score,Coda Mystery Score,Aria DL,Bard DL,Bolt DL,Cad DL,Dia DL,Dor DL,Dove DL,Eli DL,Mary DL,Mel DL,Monk DL,Noc DL,Tempo DL,Coda DL
ID:76561198402484969,0,0,0,0,0,2255,1037,4652,0,0,1896,0,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,0,0,0,669,0,812,0,0,0,0,0,0,0,0,0,0,0,2030,0,1511,0,0,0,0,0,468,0,0,0,0,0,0,0,1316,0,0,530,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,3505,2869,0,2590,2095,265,0,2628,4502,0,1835,642,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,60,0,276,0,0,0,0,0,0,0,0,0,0,0,675,0,460,0,0,0,0,0,121,0,0,0,0,0,0,0,592,0,0,980,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0
ID:76561198105999356,0,826,0,1075,1021,0,0,0,0,0,0,2159,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,1399,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,954,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,3646,2905,0,1214,4422,2743,0,0,4885,0,4363,970,3639,0,1322,0,0,0,551,0,0,0,0,0,359,0,0,0,648,0,0,0,421,0,1547,0,0,0,0,0,0,0,0,0,0,0,1056,0,2139,0,0,0,0,0,0,0,2887,0,0,0,552,0,0,0,0,0,0,0,0,0,1440,0,0,0,621,0,3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198135369299,0,1084,1823,1657,0,0,2749,0,1739,0,1637,0,2004,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,4859,0,1510,0,0,0,0,0,2216,0,2371,0,1843,0,0,1924,856,488,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,599,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198014978954,0,0,1817,2144,2764,2305,3109,0,1407,0,2088,1778,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,3395,0,0,0,0,0,1444,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,0,0,1932,0,0,2052,0,2444,3166,4005,0,0,0,0,0,0,0,1304,0,0,0,0,0,0,0,3231,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,442,0,3008,0,0,0,0,0,0,0,0,0,0,0,1603,0,1884,0,0,0,0,0,0,0,0,0,0,0,1576,0,0,0,0,0,440,0,1091,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,0
ID:76561198092624309,0,0,0,0,4112,530,2922,815,1135,2419,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,4651,2801,2045,472,3263,0,4559,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198114908426,0,0,0,600,895,557,1471,1820,0,2359,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,0,4378,0,0,920,0,0,0,0,0,0,0,0,0,3621,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0
ID:76561198258940868,0,0,0,2380,2656,0,916,2650,0,4758,0,2441,0,0,0,0,0,0,682,0,149,0,0,0,0,0,0,0,2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3865,3856,0,3959,0,654,1219,4699,4232,1972,3046,3140,0,0,0,0,0,318,0,131,0,0,0,0,0,619,0,3932,354,0,0,0,0,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0
ID:76561198032170855,0,0,1523,0,0,0,0,0,0,2721,961,4761,0,0,0,0,0,0,0,0,969,0,0,0,0,0,224,0,3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485,4434,161,2304,0,0,0,0,0,778,1496,2657,0,0,119,295,0,0,0,98,79,0,0,0,0,0,21,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4946,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198057757034,0,0,0,1497,4316,1333,695,0,1124,0,0,0,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,0,0,0,0,0,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,2773,0,2098,0,0,440,3759,0,308,0,0,0,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,2188,0,0,0,0,0,0,0,0,0,0
ID:76561199021426409,0,0,0,3784,3409,0,1390,1675,0,3342,1413,0,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796,0,2773,0,3271,1856,3117,3060,0,0,581,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,2875,0,0,0,0,0,0,0,0,0,0
ID:76561198049471418,0,0,325,3275,320,0,0,0,0,0,0,1369,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,199,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3187,0,647,0,1383,0,0,0,3828,0,0,1267,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,1576,0,0,0,0,0,404,349,0,0,0,0,0,0,0,0,0,0,0,108,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,708,0,0,0,2093,150,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198163058427,0,1444,1314,3219,0,0,0,612,0,1188,1597,4896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2286,0,1859,0,0,4688,0,4881,2015,0,1437,0,3169,0,0,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753,0,0,0,0,0,243,0,0,0,0
ID:76561198272978640,0,0,1506,0,2874,0,2197,2464,0,0,1550,797,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863,0,0,0,623,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,3826,0,951,0,0,0,969,3450,1840,4897,1520,0,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,270,0,0,0,88,0,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,3348,0,0,0,0,0,0,0,0,0,0
ID:76561197975277314,384,4436,0,0,459,0,2416,263,0,1150,0,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540,0,0,1554,0,0,2408,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198109361557,723,0,0,1652,1780,869,0,0,0,2512,627,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,3069,0,0,2639,0,0,0,0,1224,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,2245,0,0,0,0,0,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,0,0,0,0,0,0,0,0,0,0
ID:76561198136192191,0,1255,0,0,0,782,2943,1149,0,3235,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2755,0,1418,1187,0,1106,2145,1061,0,323,1878,4228,2387,0,0,2226,0,0,0,0,149,0,0,0,0,0,0,0,3560,0,0,0,0,0,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,146,0,0,0,0,0,0,2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198828327654,0,0,0,0,2939,1613,2565,2744,1036,0,1625,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119,0,0,0,0,0,1141,0,0,0,0,0,0,0,0,0,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3193,2491,533,908,0,2754,1489,2731,0,2133,4234,0,0,0,0,0,0,0,0,0,0,0,0,3564,0,0,0,0,0,915,0,0,0,0,0,0,0,0,0,0,0,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0,4917,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,0,0,0,0,0,0,0,0,0,0
ID:76561198390475540,536,0,0,0,2073,0,1132,0,0,2465,0,4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,462,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,1081,1788,3122,0,2499,3541,680,4578,0,739,4101,4281,0,0,0,2850,0,0,0,0,2622,0,0,0,0,0,74,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140,0,0,0,0,0,129,0,443,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,2598,0,0,0,0,0,0,0,926,0,0
ID:76561198001656633,886,0,0,3559,556,0,0,0,593,0,0,838,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,3938,0,0,0,1432,0,0,2048,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0
ID:76561198957690685,1413,0,0,4865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,229,0,3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,3201,2422,0,0,0,0,2431,559,2693,2693,4340,0,141,0,0,150,719,0,123,0,0,0,0,0,25,0,3503,342,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,182,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,1357,0,0,0,0,0,0,0,0,0,0,120,0,0,2396,0,0,0,0,0,0,0,0,0,0
ID:76561198314503640,1729,2970,0,3850,4396,0,0,3235,0,2449,0,1571,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,399,2445,0,0,2374,0,4858,2560,0,0,0,0,1052,0,0,3788,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,341,0,2690,0,0,0,0,0,0,0,0,0,0,0,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198371063834,0,1419,0,4580,1294,1034,998,547,0,1638,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,0,1704,2254,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198314123795,1420,0,0,0,1085,0,0,0,596,0,0,672,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,455,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,406,0,3171,0,0,0,0,0,1737,0,0,0,2060,367,1620,0,0,0,0,157,0,0,0,0,0,0,0,0,1331,0,0,0,0,87,359,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,183,0,0,0,1264,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198079335778,0,662,0,0,3798,0,1597,1655,0,1695,0,1842,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,0,2111,1383,1452,0,0,2701,1406,0,0,3397,0,0,0,0,133,0,0,0,0,0,0,0,2893,137,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,3939,0,1941,0,0,0,0,0,0,0,3687,106,0,0,422,0,2223,0,0,0,0,0,0,0,0,0,0,0,693,0,2494,0,0,0,0,0,0,0,0,0,0,0,0,0,3867,0,0,0,0,0,0,0,0,0,0
ID:76561198083397124,0,2198,0,3523,2670,1786,1814,2039,0,2556,1870,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,2312,2836,3043,0,0,2377,2050,0,0,0,4906,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198068966827,0,1998,0,1544,0,0,0,969,0,0,857,0,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,890,3905,0,0,1887,0,0,1343,2088,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0
ID:76561198302520757,1598,0,1607,855,0,0,0,0,0,1104,0,1006,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,4081,344,0,0,0,0,0,0,0,0,560,0,0,1075,2908,0,0,0,0,213,0,0,0,0,0,0,0,3952,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198058337534,0,0,428,0,0,0,1798,2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,0,0,0,0,73,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,0,68,2492,0,0,2496,1722,0,3372,0,3969,4103,293,0,0,0,0,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,2713,0,0,0,0,0,0,0,0,0,2366,0,0,0,0,84,2211,0,0,0,0,0,0,0,763,0,0,0,0,52,0,0,0,133,0,0,0,0,0,0,0,0,0,0,3493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198816939819,0,0,0,2463,3526,1903,0,0,0,0,766,1412,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,2892,0,3255,0,1681,1169,0,0,3159,0,903,2767,2050,0,0,0,1071,861,0,0,0,0,0,0,0,0,0,0,2157,409,0,0,1352,0,2610,0,0,0,0,0,0,0,1656,0,0,0,759,0,0,0,0,0,0,0,272,0,3880,0,0,0,970,390,0,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,0,298,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561199026216807,0,3339,1137,0,0,1593,3293,1074,0,4191,913,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662,0,1131,0,4141,1979,4781,0,0,3097,1091,0,3967,0,0,3198,0,0,1972,232,1508,0,0,0,0,0,1580,0,3991,0,0,0,1245,142,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,3697,82,0,0,0,0,0,0,0,0,0,159,2540,0,0,0,0,122,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
